REG_ANS,PERIODO,ANO,TRIMESTRE,porte,MLL,ROE,ROA,DM,DA,DC,DOP,IRF,LC,CT/CP,PMRC,PMPE,Lastro P T
311715,201503,2015,3,Médio Porte,        -0.04,        -0.07,        -0.02,         1.26,         0.15,         0.02,         1.34,         0.02,         1.34,         2.44,        65.75,        66.95,         0.61
311715,201504,2015,4,Médio Porte,        -0.00,        -0.00,        -0.00,         1.26,         0.21,         0.01,         1.39,        -0.03,         1.32,         2.33,        53.49,        49.20,         0.67
311847,201501,2015,1,Médio Porte,         0.07,         0.09,         0.04,         1.01,         0.10,         0.00,         1.10,         0.02,         1.95,         1.11,        38.69,       127.83,         0.48
311847,201502,2015,2,Médio Porte,         0.03,         0.03,         0.02,         1.06,         0.10,         0.00,         1.15,         0.02,         1.94,         1.12,        37.16,       130.90,         0.45
311847,201503,2015,3,Médio Porte,         0.05,         0.07,         0.03,         1.03,         0.09,         0.00,         1.11,         0.03,         2.03,         1.05,        47.78,       115.50,         0.45
311847,201504,2015,4,Médio Porte,         0.05,         0.05,         0.03,         1.02,         0.10,         0.00,         1.11,         0.03,         2.09,         1.05,        63.30,       119.62,         0.46
311944,201501,2015,1,Pequeno Porte,         0.23,         0.77,         0.15,         0.93,         0.23,         0.00,         1.15,        -0.01,         0.93,         3.34,        31.05,        62.19,         0.49
311944,201502,2015,2,Pequeno Porte,         0.06,         0.20,         0.04,         1.15,         0.21,         0.00,         1.33,         0.00,         1.00,         3.65,        46.76,        60.70,         0.45
311944,201503,2015,3,Pequeno Porte,         0.03,         0.11,         0.02,         1.09,         0.22,         0.00,         1.27,         0.00,         1.03,         3.59,        32.41,        48.79,         0.49
311944,201504,2015,4,Pequeno Porte,         0.10,         0.15,         0.07,         1.08,         0.24,         0.00,         1.30,        -0.00,         1.15,         1.38,        22.29,        57.01,         0.65
311961,201501,2015,1,Grande Porte,         0.04,        -0.07,         0.02,         1.11,         0.15,         0.01,         1.25,        -0.01,         0.75,        -5.46,        69.67,       164.70,         0.71
311961,201502,2015,2,Grande Porte,        -0.26,         0.25,        -0.07,         1.46,         0.23,         0.01,         1.65,        -0.03,         0.70,        -4.43,       101.06,       180.98,         0.68
311961,201503,2015,3,Grande Porte,        -0.25,         0.22,        -0.08,         1.47,         0.17,         0.00,         1.46,        -0.06,         0.63,        -3.76,        92.99,       155.10,         0.69
311961,201504,2015,4,Grande Porte,         0.61,        -1.31,         0.16,         1.70,         0.21,         0.00,         1.73,         0.09,         0.91,        -9.38,        91.84,       121.09,         0.74
312347,201501,2015,1,Médio Porte,         0.01,         0.01,         0.00,         1.13,         0.17,         0.01,         1.28,         0.01,         1.05,         3.27,        82.20,       102.81,         0.48
312347,201502,2015,2,Médio Porte,         0.04,         0.08,         0.02,         1.11,         0.19,         0.00,         1.28,         0.00,         1.14,         2.83,        79.51,       103.96,         0.49
312347,201503,2015,3,Médio Porte,         0.06,         0.11,         0.03,         1.07,         0.16,         0.00,         1.21,         0.02,         1.23,         2.60,        82.29,       106.02,         0.51
312347,201504,2015,4,Médio Porte,         0.09,         0.12,         0.04,         1.07,         0.18,         0.00,         1.23,         0.02,         1.28,         1.86,        85.22,       115.56,         0.56
312363,201501,2015,1,Pequeno Porte,       -51.32,        -0.01,        -0.00,      3981.24,      3114.47,         0.00,         9.22,       179.87,         1.11,         5.52,       360.00,         0.00,         0.00
312363,201502,2015,2,Pequeno Porte,       171.42,         0.04,         0.00,      3844.53,      3493.52,         0.00,        22.23,       220.92,         1.09,         7.36,       360.00,         0.00,         0.00
312363,201503,2015,3,Pequeno Porte,       -90.56,        -0.02,        -0.00,      4564.97,      3951.50,         0.00,        15.06,       232.99,         1.06,         8.82,       120.00,         0.00,         0.00
312363,201504,2015,4,Pequeno Porte,       254.33,         0.05,         0.01,      4460.93,      3710.73,         0.00,        16.90,       -67.63,         1.06,         7.91,         0.00,         0.00,         0.00
312592,201501,2015,1,Médio Porte,         0.03,         0.04,         0.02,         1.06,         0.15,         0.00,         1.19,         0.02,         1.53,         1.49,       158.30,        74.39,         0.55
312592,201502,2015,2,Médio Porte,         0.03,         0.04,         0.02,         1.06,         0.14,         0.00,         1.20,         0.02,         1.50,         1.52,       142.14,        85.81,         0.51
312592,201503,2015,3,Médio Porte,        -0.11,        -0.17,        -0.06,         1.20,         0.16,         0.00,         1.34,         0.02,         1.33,         1.91,       153.29,        94.62,         0.46
312592,201504,2015,4,Médio Porte,        -0.08,        -0.15,        -0.04,         1.22,         0.16,         0.00,         1.36,         0.03,         1.19,         2.42,       127.00,       102.65,         0.44
312720,201501,2015,1,Grande Porte,         0.10,         0.12,         0.05,         1.09,         0.13,         0.00,         1.20,         0.02,         1.84,         1.35,       103.17,        43.55,         0.69
312720,201502,2015,2,Grande Porte,         0.04,         0.06,         0.02,         1.16,         0.14,         0.00,         1.28,         0.03,         1.69,         1.47,       110.25,        36.74,         0.72
312720,201503,2015,3,Grande Porte,         0.06,         0.08,         0.03,         1.13,         0.14,         0.00,         1.26,         0.02,         1.70,         1.45,       113.28,        40.95,         0.69
312720,201504,2015,4,Grande Porte,        -0.05,        -0.08,        -0.03,         1.24,         0.15,         0.00,         1.34,         0.01,         1.58,         1.82,       104.21,        37.78,         0.69
312851,201501,2015,1,Grande Porte,         0.19,         0.21,         0.10,         0.96,         0.10,         0.01,         1.05,         0.04,         2.02,         1.09,        28.89,        69.51,         0.84
312851,201502,2015,2,Grande Porte,         0.01,         0.01,         0.00,         1.15,         0.11,         0.01,         1.24,         0.04,         1.98,         1.31,        36.06,        72.74,         0.75
312851,201503,2015,3,Grande Porte,        -0.12,        -0.15,        -0.06,         1.27,         0.20,         0.01,         1.42,         0.04,         1.81,         1.71,        34.50,        67.97,         0.73
312851,201504,2015,4,Grande Porte,         0.06,         0.08,         0.03,         1.09,         0.19,         0.01,         1.26,         0.04,         2.36,         1.70,        29.80,        62.14,         0.97
313084,201501,2015,1,Pequeno Porte,         0.06,         0.15,         0.03,         1.01,         0.17,         0.01,         1.17,         0.02,         1.09,         4.07,        75.78,       173.74,         0.38
313084,201502,2015,2,Pequeno Porte,         0.02,         0.04,         0.01,         1.08,         0.16,         0.00,         1.22,         0.02,         1.09,         4.16,        73.47,       158.72,         0.38
313084,201503,2015,3,Pequeno Porte,         0.02,         0.04,         0.01,         1.07,         0.16,         0.00,         1.22,         0.03,         1.09,         4.85,        60.39,       185.08,         0.34
313084,201504,2015,4,Pequeno Porte,         0.09,         0.35,         0.05,         1.00,         0.15,         0.02,         1.16,         0.02,         1.05,         6.65,        45.54,       151.38,         0.40
313149,201501,2015,1,Pequeno Porte,         0.27,         0.09,         0.06,         0.91,         0.21,         0.00,         1.09,         0.03,         1.47,         0.62,       161.74,        87.65,         0.31
313149,201502,2015,2,Pequeno Porte,         0.17,         0.06,         0.04,         1.02,         0.21,         0.00,         1.17,         0.03,         1.78,         0.46,       163.78,        85.41,         0.28
313149,201503,2015,3,Pequeno Porte,         0.22,         0.08,         0.05,         0.99,         0.23,         0.00,         1.16,         0.04,         1.89,         0.46,       170.26,        83.54,         0.29
313149,201504,2015,4,Pequeno Porte,         0.26,         0.09,         0.06,         0.97,         0.19,         0.00,         1.12,         0.04,         1.92,         0.47,       167.18,        84.31,         0.30
313211,201501,2015,1,Médio Porte,        -0.00,        -0.00,        -0.00,         1.50,         0.12,         0.01,         1.43,        -0.03,         1.14,         1.28,       141.74,        28.77,         0.67
313211,201502,2015,2,Médio Porte,         0.02,         0.02,         0.01,         1.52,         0.12,         0.01,         1.42,        -0.00,         1.12,         1.33,       160.57,        17.64,         0.75
313211,201503,2015,3,Médio Porte,        -0.02,        -0.01,        -0.01,         1.49,         0.13,         0.01,         1.41,        -0.03,         1.28,         1.38,       148.44,        20.23,         0.67
313211,201504,2015,4,Médio Porte,         0.04,         0.05,         0.02,         1.32,         0.12,         0.01,         1.33,        -0.07,         1.29,         1.85,       127.45,        19.39,         0.70
